h3_cell,lat,lng,visit_count,resolution,country
08a6482489587fff,19.448157851905616,98.9654511629939,1,10,Thailand
08a6482489d07fff,19.436901981766994,98.96853344583447,1,10,Thailand
08a648248b037fff,19.462512123070606,98.9646934469106,1,10,Thailand
08a648248b10ffff,19.46033051304809,98.9644975640774,1,10,Thailand
08a648248b11ffff,19.461363553642574,98.96527250202243,1,10,Thailand
08a648248b12ffff,19.459181930363002,98.96507661601856,1,10,Thailand
08a648248b947fff,19.451372718644265,98.96642195987594,1,10,Thailand
08a648248b95ffff,19.452521353352626,98.9658429287917,1,10,Thailand
08a648248b967fff,19.450224075432274,98.96700098612149,1,10,Thailand
08a648248d087fff,19.42644743769192,98.97509799283165,1,10,Thailand
08a648248d0b7fff,19.42633183689989,98.97645180568702,1,10,Thailand
08a648248d41ffff,19.43161339543961,98.97897241086143,1,10,Thailand
08a648248d5affff,19.430233320325367,98.98225897575816,1,10,Thailand
08a648248daf7fff,19.418296884139302,98.9675453456231,1,10,Thailand
08a64824f026ffff,19.39407514240507,98.92922305438245,1,10,Thailand
08a64824f0927fff,19.38349952830333,98.95010023040055,1,10,Thailand
08a64824f0937fff,19.384533154347814,98.95087494605644,1,10,Thailand
08a64824f0a67fff,19.38591726029719,98.93463033785736,1,10,Thailand
08a64824f0a6ffff,19.386032538487353,98.93327659487444,1,10,Thailand
08a64824f0b2ffff,19.384422374368487,98.9392705750978,1,10,Thailand
08a64824f0b47fff,19.38465298747567,98.93656312181068,1,10,Thailand
08a64824f0b4ffff,19.384768279266567,98.93520938925613,1,10,Thailand
08a64824f0b77fff,19.384537685842886,98.93791685042507,1,10,Thailand
